Name,Points,Text,Address,Field1
Otantik cafe Restourant,"4,8",(168),"Elmalı, Bogazici iş Merkezi, 15. Sk. 10/B, 07040 Muratpaşa/Antalya",Günlük kıyafet
Otantik cafe Restourant,"4,8",(168),"Elmalı, Bogazici iş Merkezi, 15. Sk. 10/B, 07040 Muratpaşa/Antalya",Rahat
Otantik cafe Restourant,"4,8",(168),"Elmalı, Bogazici iş Merkezi, 15. Sk. 10/B, 07040 Muratpaşa/Antalya",Aileler için uygun
Otantik cafe Restourant,"4,8",(168),"Elmalı, Bogazici iş Merkezi, 15. Sk. 10/B, 07040 Muratpaşa/Antalya",Gruplar
Otantik cafe Restourant,"4,8",(168),"Elmalı, Bogazici iş Merkezi, 15. Sk. 10/B, 07040 Muratpaşa/Antalya",Rezervasyon kabul ediyor
Otantik cafe Restourant,"4,8",(168),"Elmalı, Bogazici iş Merkezi, 15. Sk. 10/B, 07040 Muratpaşa/Antalya",Banka kartı
Otantik cafe Restourant,"4,8",(168),"Elmalı, Bogazici iş Merkezi, 15. Sk. 10/B, 07040 Muratpaşa/Antalya",Kredi kartı
Otantik cafe Restourant,"4,8",(168),"Elmalı, Bogazici iş Merkezi, 15. Sk. 10/B, 07040 Muratpaşa/Antalya",NFC ile mobil ödeme
Otantik cafe Restourant,"4,8",(168),"Elmalı, Bogazici iş Merkezi, 15. Sk. 10/B, 07040 Muratpaşa/Antalya",Çocuk menüsü
Otantik cafe Restourant,"4,8",(168),"Elmalı, Bogazici iş Merkezi, 15. Sk. 10/B, 07040 Muratpaşa/Antalya",Çocuklar için uygun
Otantik cafe Restourant,"4,8",(168),"Elmalı, Bogazici iş Merkezi, 15. Sk. 10/B, 07040 Muratpaşa/Antalya",Mama sandalyesi
Luwe Mutfak&Keyif,"4,2",(161),"Kültür, 3805. Sk. No:34, 07090 Kepez/Antalya",
Hüner Cafe Börek,"4,4",(202),"Tahılpazarı, Kazım Özalp Cd. 92/D, 07100 Muratpaşa/Antalya",
Fesleğen Cafe & Restaurant,"4,3",(33),"Kızılsaray, 76. Sk. 20/1, 07040 Muratpaşa/Antalya",
